beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
0.961538,403.101988,162970.103322,0.088730,-1.012602,0.000360,0.296018,0.007139,0.046793,0.000123,0.658048,0.003388,171.893828,1.849205,0.000000,0.000000,0.318623,0.001247,79.978764,0.636245,0.630633,0.003246,-86.070244,0.508332,-82.670251,0.398403
0.892857,369.163260,136719.933088,0.134534,-0.990089,0.000589,0.270466,0.005545,0.046276,0.000173,0.651805,0.004099,172.528919,1.799148,0.000000,0.000001,0.305643,0.001801,72.948272,0.995868,0.580057,0.003645,-87.229116,0.380299,-78.553776,0.663037
0.833333,340.213145,116147.378539,0.084084,-0.969749,0.000394,0.242868,0.005049,0.045723,0.000126,0.645054,0.003162,172.888420,1.718372,0.000000,0.000001,0.294218,0.001837,67.379129,0.980474,0.535803,0.002625,-88.338522,0.483129,-75.333199,0.653614
0.781250,315.205987,99726.392493,0.081646,-0.951030,0.000408,0.220178,0.006866,0.044988,0.000084,0.633777,0.002281,171.214806,1.363888,-0.000000,0.000001,0.286324,0.001389,63.629862,0.421020,0.493557,0.001776,-89.048716,0.415390,-73.076354,0.200112
0.735294,293.459411,86463.945347,0.091275,-0.934003,0.000485,0.203327,0.006367,0.044313,0.000092,0.623171,0.002185,168.913334,1.119647,0.000000,0.000001,0.280399,0.001574,60.895187,0.781689,0.456770,0.001601,-89.350607,0.298761,-71.388130,0.527801
0.694444,274.378405,75605.188421,0.115501,-0.918379,0.000650,0.184717,0.005846,0.043524,0.000123,0.610554,0.002290,165.914767,0.888867,0.000000,0.000000,0.276522,0.001046,59.089483,0.636753,0.422680,0.001583,-89.581230,0.258254,-70.227778,0.534353
0.657895,257.582954,66649.752456,0.067747,-0.904399,0.000402,0.168698,0.002537,0.042776,0.000145,0.598491,0.003532,162.844635,1.828499,-0.000000,0.000001,0.272563,0.001645,57.194864,0.790431,0.392540,0.002316,-89.694666,0.512817,-68.944138,0.593702
0.625000,242.681141,59176.195353,0.055528,-0.891757,0.000347,0.153808,0.004087,0.041927,0.000105,0.583839,0.002074,158.192622,1.074282,0.000000,0.000000,0.268382,0.001234,55.378581,0.535967,0.363801,0.001291,-89.316718,0.363030,-67.779614,0.414648
0.595238,229.299247,52843.497805,0.084152,-0.879776,0.000552,0.140808,0.004358,0.041137,0.000097,0.571202,0.001929,154.448796,0.802536,0.000000,0.000001,0.266761,0.001100,54.581089,0.516218,0.338994,0.001143,-89.130528,0.264824,-67.200801,0.390881
0.568182,217.245709,47446.378555,0.066771,-0.868564,0.000459,0.130587,0.003955,0.040300,0.000106,0.557245,0.002402,149.881939,1.180907,-0.000000,0.000001,0.264515,0.001434,53.633461,0.509112,0.315694,0.001360,-88.655286,0.347797,-66.585859,0.303164
0.543478,206.438390,42854.435806,0.064597,-0.858776,0.000464,0.121814,0.003710,0.039442,0.000084,0.543200,0.001751,145.278809,0.759725,0.000000,0.000001,0.263552,0.001173,53.163863,0.497749,0.294372,0.000948,-88.149465,0.209981,-66.238926,0.362611
0.520833,196.604884,38878.778388,0.044201,-0.849537,0.000332,0.112075,0.004378,0.038775,0.000105,0.532924,0.002167,142.274005,0.968319,0.000000,0.000001,0.261462,0.001658,52.305300,0.793061,0.276781,0.001124,-87.988693,0.282989,-65.679594,0.615072
0.500000,187.601172,35408.034512,0.043501,-0.840634,0.000340,0.102468,0.003252,0.037927,0.000138,0.519984,0.002943,138.073145,1.338161,-0.000000,0.000001,0.259801,0.001216,51.679864,0.528171,0.259273,0.001466,-87.509258,0.368254,-65.305700,0.455356
0.480769,179.434466,32400.698714,0.054912,-0.832905,0.000446,0.095835,0.002899,0.037181,0.000114,0.507957,0.002408,133.927372,1.308087,-0.000000,0.000001,0.259114,0.001375,51.332361,0.567596,0.243545,0.001154,-86.884445,0.481539,-65.034088,0.433999
0.462963,171.931425,29755.296051,0.043338,-0.825671,0.000366,0.089640,0.004221,0.036425,0.000134,0.496842,0.002422,130.541607,0.979047,0.000000,0.000001,0.258244,0.001304,50.979941,0.574778,0.229405,0.001117,-86.579970,0.282410,-64.801524,0.466765
0.446429,164.955969,27396.809751,0.058745,-0.818365,0.000514,0.083510,0.003977,0.035750,0.000073,0.486925,0.001247,127.201116,0.654852,0.000000,0.000001,0.257725,0.000894,50.852178,0.493116,0.216807,0.000555,-86.077426,0.273617,-64.769559,0.460177
0.431034,158.568530,25322.779644,0.045471,-0.812027,0.000412,0.079025,0.001997,0.035049,0.000092,0.476646,0.001704,123.696106,0.683421,0.000000,0.000001,0.257296,0.001107,50.512718,0.530928,0.204921,0.000732,-85.504104,0.239366,-64.439007,0.459912
0.416667,152.631297,23467.661763,0.049849,-0.805918,0.000467,0.073106,0.001769,0.034383,0.000105,0.467210,0.001980,120.782385,0.850602,0.000000,0.000001,0.256503,0.001232,50.251255,0.556454,0.194178,0.000822,-85.171905,0.283912,-64.301265,0.447860
0.403226,147.124611,21810.021121,0.035050,-0.800270,0.000340,0.067360,0.003327,0.033614,0.000167,0.455801,0.002778,116.677716,1.212249,-0.000000,0.000001,0.256617,0.000856,50.247064,0.492300,0.183335,0.001116,-84.326076,0.424114,-64.267591,0.500925
0.390625,141.986996,20319.038168,0.031237,-0.794870,0.000312,0.065403,0.003432,0.033030,0.000116,0.448151,0.002042,114.128047,0.903584,-0.000000,0.000001,0.256421,0.000777,50.138391,0.429557,0.174633,0.000795,-83.886972,0.322852,-64.176195,0.384982
0.378788,137.176359,18970.417683,0.029597,-0.789631,0.000305,0.062059,0.002303,0.032425,0.000118,0.439883,0.002519,111.379875,1.363208,-0.000001,0.000001,0.255029,0.001458,49.583520,0.762766,0.166224,0.000952,-83.398182,0.574411,-63.804123,0.636335
0.367647,132.725391,17763.619091,0.039097,-0.785207,0.000415,0.058058,0.003054,0.031782,0.000078,0.431436,0.001442,108.424608,0.716738,0.000001,0.000001,0.255601,0.000703,49.765395,0.293619,0.158245,0.000528,-82.769509,0.328313,-63.899374,0.261676
0.357143,128.479003,16649.230757,0.032721,-0.780239,0.000358,0.054283,0.001066,0.031235,0.000125,0.424643,0.002315,106.542219,1.070009,0.000000,0.000001,0.255626,0.000729,49.658888,0.288942,0.151310,0.000824,-82.630977,0.428686,-63.754332,0.239333
0.347222,124.555333,15651.945077,0.047810,-0.776247,0.000538,0.052174,0.001732,0.030665,0.000089,0.416943,0.001421,103.634072,0.754078,0.000001,0.000001,0.255478,0.001192,49.583041,0.384698,0.144445,0.000492,-81.851580,0.391523,-63.692176,0.216420
0.337838,120.845824,14737.298396,0.022958,-0.772280,0.000265,0.049761,0.002160,0.030108,0.000090,0.409985,0.001819,101.265395,0.811803,0.000001,0.000001,0.254862,0.001168,49.468266,0.399593,0.138202,0.000613,-81.331375,0.324520,-63.698769,0.304305
0.328947,117.356541,13901.996447,0.039386,-0.768609,0.000468,0.047190,0.002738,0.029568,0.000131,0.403593,0.001856,99.271216,0.757259,0.000001,0.000001,0.254614,0.001487,49.313299,0.542701,0.132473,0.000608,-80.988893,0.390411,-63.558062,0.392540
0.320513,114.025630,13127.380548,0.040697,-0.764687,0.000496,0.044957,0.001778,0.029036,0.000077,0.396880,0.001607,96.885782,0.738594,-0.000001,0.000001,0.254573,0.001124,49.351917,0.520817,0.126935,0.000514,-80.371847,0.322879,-63.619026,0.451516
0.312500,110.884814,12416.845104,0.031050,-0.761060,0.000388,0.041083,0.001696,0.028609,0.000147,0.391744,0.002002,95.295684,0.769851,0.000000,0.000001,0.254320,0.000981,49.054474,0.540191,0.122164,0.000623,-80.085651,0.320365,-63.293189,0.475097
0.304878,107.935513,11768.412227,0.016152,-0.757924,0.000207,0.040631,0.002644,0.028089,0.000110,0.386157,0.001920,93.390832,0.976199,-0.000000,0.000001,0.254958,0.001318,49.528723,0.557619,0.117490,0.000584,-79.613458,0.456942,-63.752481,0.458677
0.297619,105.124983,11166.142371,0.026915,-0.754765,0.000353,0.038104,0.003003,0.027532,0.000111,0.379508,0.002061,91.181102,1.026724,0.000000,0.000001,0.254321,0.000535,49.023109,0.331832,0.112723,0.000612,-79.084670,0.490062,-63.253128,0.336777
0.290698,102.469462,10611.767790,0.027241,-0.751933,0.000366,0.036355,0.002920,0.027212,0.000074,0.376221,0.001012,90.098588,0.470508,0.000000,0.000002,0.254129,0.001397,49.115016,0.652463,0.109151,0.000293,-78.827353,0.259896,-63.420126,0.527712
0.284091,99.922916,10093.341138,0.021880,-0.748940,0.000301,0.034487,0.002500,0.026719,0.000091,0.370486,0.001206,88.291878,0.624728,-0.000001,0.000001,0.254053,0.000803,49.008577,0.446960,0.105049,0.000342,-78.437237,0.381781,-63.301687,0.455922
0.277778,97.521882,9616.851700,0.032521,-0.746401,0.000457,0.034419,0.001521,0.026245,0.000113,0.365169,0.002075,86.281385,0.784144,-0.000000,0.000001,0.253779,0.001228,48.754025,0.528704,0.101245,0.000575,-77.757992,0.328640,-63.035670,0.422547
0.271739,95.218962,9170.197420,0.028081,-0.743773,0.000404,0.032527,0.001300,0.025811,0.000079,0.360727,0.001566,84.706177,0.703993,0.000001,0.000001,0.254261,0.000638,49.023653,0.320911,0.097842,0.000425,-77.272531,0.357858,-63.269196,0.323243
0.265957,92.994201,8748.565871,0.026580,-0.740852,0.000390,0.029881,0.001561,0.025413,0.000120,0.356849,0.001603,83.626609,0.815400,0.000000,0.000002,0.254246,0.000885,48.957125,0.440980,0.094735,0.000425,-77.114460,0.488209,-63.184911,0.372866
0.260417,90.909672,8362.937254,0.022942,-0.738645,0.000344,0.029135,0.001363,0.025019,0.000142,0.352826,0.001799,82.131606,0.779715,-0.000001,0.000002,0.253975,0.001381,48.929965,0.555860,0.091719,0.000467,-76.592561,0.391535,-63.216907,0.411027
0.255102,88.939694,8006.350904,0.027283,-0.736889,0.000418,0.027896,0.001390,0.024709,0.000119,0.349816,0.001471,81.297187,0.742640,0.000000,0.000001,0.254159,0.001220,49.053213,0.563862,0.089083,0.000374,-76.465526,0.474090,-63.332416,0.489751
0.250000,86.971538,7657.964602,0.038080,-0.733930,0.000595,0.027122,0.001462,0.024397,0.000078,0.346708,0.001456,80.252695,0.738364,0.000001,0.000002,0.254666,0.001453,49.186341,0.727374,0.086528,0.000363,-76.155479,0.450498,-63.376877,0.598150
