beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
0.961538,10.730127,128.701693,0.022392,-0.197458,0.001455,0.177215,0.004324,-0.000024,0.000289,0.139846,0.000724,0.937328,0.008932,0.000014,0.000056,0.460227,0.002186,8.356460,0.069672,0.134467,0.000696,-1.234149,0.010216,-5.052328,0.025996
0.892857,9.772381,107.775969,0.018766,-0.184067,0.001314,0.156488,0.003235,-0.000066,0.000354,0.146364,0.000805,1.027632,0.011859,-0.000014,0.000053,0.449027,0.002443,7.896268,0.073707,0.130682,0.000718,-1.340293,0.016570,-4.861656,0.027495
0.833333,8.957725,91.416085,0.014506,-0.171829,0.001088,0.138582,0.002665,0.000020,0.000169,0.152616,0.000520,1.113860,0.011670,-0.000023,0.000078,0.440249,0.001485,7.526163,0.060948,0.127180,0.000433,-1.432773,0.018345,-4.698334,0.029984
0.781250,8.271650,78.714922,0.009334,-0.161732,0.000747,0.126437,0.003548,-0.000115,0.000376,0.157956,0.000610,1.190046,0.007671,-0.000022,0.000081,0.433379,0.001753,7.231577,0.061679,0.123403,0.000477,-1.511331,0.008770,-4.562069,0.026000
0.735294,7.670563,68.295463,0.014145,-0.151998,0.001202,0.111698,0.001990,0.000092,0.000250,0.163363,0.000859,1.267169,0.015326,-0.000004,0.000056,0.428877,0.001468,7.030466,0.054456,0.120120,0.000632,-1.585498,0.018388,-4.464177,0.026178
0.694444,7.151012,59.897178,0.010586,-0.143591,0.000953,0.100568,0.003089,0.000006,0.000347,0.167364,0.000616,1.331528,0.012010,-0.000045,0.000081,0.423049,0.001357,6.754812,0.030158,0.116225,0.000428,-1.651919,0.016083,-4.322316,0.015132
0.657895,6.689773,52.891431,0.011449,-0.135528,0.001088,0.090529,0.003248,-0.000142,0.000273,0.170837,0.001055,1.381723,0.016634,0.000011,0.000101,0.419950,0.001795,6.608505,0.051386,0.112393,0.000694,-1.695902,0.017529,-4.245407,0.023036
0.625000,6.291536,47.173052,0.005886,-0.129154,0.000589,0.081129,0.002923,-0.000007,0.000349,0.174808,0.000557,1.444247,0.011052,0.000051,0.000130,0.417637,0.001342,6.465471,0.036927,0.109255,0.000348,-1.753938,0.013700,-4.160322,0.015202
0.595238,5.927940,42.265786,0.009073,-0.122434,0.000953,0.074831,0.001800,-0.000069,0.000447,0.177829,0.000724,1.491966,0.016875,0.000022,0.000119,0.415807,0.002191,6.333702,0.077326,0.105851,0.000431,-1.796551,0.021578,-4.077260,0.037176
0.568182,5.602072,38.074564,0.010970,-0.116228,0.001207,0.068073,0.001236,-0.000033,0.000282,0.181160,0.000647,1.549191,0.015771,-0.000027,0.000153,0.414965,0.002059,6.238944,0.064999,0.102932,0.000368,-1.850448,0.020256,-4.011508,0.029948
0.543478,5.318837,34.612389,0.008600,-0.111666,0.000989,0.062716,0.001657,-0.000003,0.000178,0.183685,0.000547,1.590354,0.009204,0.000026,0.000150,0.412300,0.001427,6.106720,0.039753,0.099829,0.000298,-1.886005,0.012405,-3.937083,0.018996
0.520833,5.058092,31.568532,0.007959,-0.106971,0.000955,0.057880,0.001763,0.000040,0.000316,0.186592,0.000838,1.635691,0.015841,-0.000108,0.000194,0.411531,0.000988,6.030939,0.036900,0.097183,0.000436,-1.921991,0.016732,-3.884941,0.022510
0.500000,4.820494,28.922942,0.008727,-0.102562,0.001091,0.054076,0.001924,-0.000012,0.000119,0.189169,0.000927,1.684273,0.016206,-0.000019,0.000181,0.411972,0.001489,5.988024,0.048838,0.094584,0.000464,-1.967812,0.019968,-3.844933,0.022605
0.480769,4.602920,26.589288,0.009968,-0.098380,0.001296,0.049962,0.001140,0.000018,0.000296,0.191488,0.001260,1.724975,0.020789,0.000007,0.000124,0.412250,0.001402,5.935230,0.052545,0.092062,0.000606,-2.002661,0.019003,-3.798978,0.028172
0.462963,4.406887,24.560205,0.007133,-0.094930,0.000963,0.045788,0.001725,-0.000102,0.000290,0.193509,0.000985,1.759210,0.021099,-0.000009,0.000174,0.412095,0.001137,5.892654,0.036489,0.089588,0.000456,-2.030267,0.022346,-3.766390,0.019581
0.446429,4.219264,22.700534,0.008537,-0.090697,0.001195,0.042438,0.001850,0.000098,0.000258,0.195183,0.000927,1.789575,0.019609,-0.000016,0.000169,0.411393,0.002433,5.800231,0.070478,0.087135,0.000414,-2.056159,0.021409,-3.699500,0.030417
0.431034,4.052703,21.127147,0.007848,-0.087642,0.001138,0.040624,0.001423,0.000000,0.000346,0.197108,0.000695,1.827482,0.014657,-0.000049,0.000118,0.412823,0.001618,5.806876,0.046854,0.084960,0.000300,-2.090457,0.016652,-3.688693,0.021999
0.416667,3.897360,19.669836,0.004421,-0.084604,0.000663,0.036440,0.001311,-0.000075,0.000400,0.198770,0.000826,1.850227,0.016498,0.000041,0.000163,0.411841,0.001907,5.719213,0.053054,0.082821,0.000344,-2.102748,0.016840,-3.628886,0.022897
0.403226,3.754530,18.411988,0.005658,-0.081952,0.000877,0.035058,0.001383,-0.000054,0.000247,0.200578,0.001016,1.884577,0.020031,0.000038,0.000157,0.413109,0.001471,5.712809,0.038898,0.080878,0.000410,-2.131834,0.020426,-3.609570,0.018316
0.390625,3.620455,17.242009,0.006997,-0.079273,0.001120,0.032113,0.001907,0.000053,0.000417,0.201124,0.000960,1.889132,0.015761,0.000001,0.000136,0.413541,0.000920,5.698521,0.028689,0.078564,0.000375,-2.130917,0.014046,-3.593261,0.017807
0.378788,3.497374,16.222924,0.007007,-0.077067,0.001156,0.030867,0.000892,0.000089,0.000369,0.203240,0.001061,1.930397,0.019364,-0.000071,0.000171,0.414295,0.001710,5.663036,0.043032,0.076985,0.000402,-2.165978,0.017798,-3.556303,0.018382
0.367647,3.381465,15.271987,0.005304,-0.074849,0.000902,0.028512,0.001226,-0.000282,0.000349,0.204296,0.000705,1.947490,0.012500,-0.000124,0.000161,0.413932,0.000595,5.620614,0.025682,0.075109,0.000259,-2.177552,0.015437,-3.526182,0.015715
0.357143,3.266904,14.367996,0.007408,-0.071708,0.001296,0.026773,0.000733,-0.000099,0.000218,0.205649,0.000954,1.979959,0.022232,-0.000044,0.000204,0.414793,0.001413,5.612293,0.046431,0.073446,0.000341,-2.209191,0.021532,-3.510050,0.024874
0.347222,3.165831,13.587315,0.004126,-0.069850,0.000743,0.024936,0.000818,-0.000115,0.000210,0.207100,0.000638,2.004260,0.017400,0.000047,0.000212,0.415464,0.001280,5.599114,0.053492,0.071910,0.000221,-2.225877,0.020174,-3.492186,0.032166
0.337838,3.074217,12.912465,0.007182,-0.068730,0.001329,0.024212,0.000798,-0.000075,0.000316,0.208503,0.000615,2.024615,0.011799,-0.000039,0.000144,0.416070,0.001407,5.576456,0.039464,0.070440,0.000208,-2.236732,0.013031,-3.467522,0.021338
0.328947,2.981513,12.242203,0.006062,-0.066487,0.001152,0.023202,0.000585,0.000046,0.000416,0.209815,0.000715,2.052232,0.015881,0.000003,0.000231,0.416568,0.001297,5.573067,0.035821,0.069018,0.000235,-2.260362,0.018276,-3.459487,0.021186
0.320513,2.890297,11.586371,0.004059,-0.063608,0.000792,0.021390,0.000969,-0.000424,0.000306,0.211049,0.001185,2.076134,0.019801,-0.000040,0.000253,0.416224,0.001894,5.517166,0.052758,0.067644,0.000380,-2.279010,0.014539,-3.418338,0.023973
0.312500,2.811151,11.039355,0.006673,-0.062230,0.001335,0.020349,0.000840,0.000007,0.000513,0.211589,0.000859,2.093354,0.022657,-0.000021,0.000175,0.415324,0.001832,5.484146,0.050793,0.066122,0.000268,-2.297745,0.023813,-3.401417,0.023420
0.304878,2.735481,10.525731,0.005731,-0.060774,0.001175,0.019210,0.001138,-0.000100,0.000192,0.211961,0.000820,2.099884,0.019005,-0.000091,0.000187,0.417304,0.001250,5.509185,0.036007,0.064622,0.000250,-2.302256,0.019968,-3.400577,0.018456
0.297619,2.664861,10.065989,0.004496,-0.059621,0.000944,0.018726,0.000821,-0.000041,0.000329,0.212915,0.000774,2.111613,0.014327,-0.000101,0.000162,0.417881,0.001297,5.506944,0.035146,0.063368,0.000230,-2.305854,0.013854,-3.392724,0.018022
0.290698,2.593537,9.598213,0.003891,-0.057610,0.000837,0.017389,0.000818,0.000024,0.000369,0.214305,0.000966,2.133534,0.021590,0.000014,0.000319,0.417080,0.002718,5.458698,0.071529,0.062298,0.000281,-2.318460,0.021520,-3.362453,0.029787
0.284091,2.528635,9.193577,0.005605,-0.056300,0.001233,0.016932,0.000725,0.000038,0.000537,0.214469,0.000741,2.136640,0.014451,-0.000062,0.000184,0.418894,0.001856,5.483473,0.055882,0.060929,0.000211,-2.320790,0.013576,-3.363389,0.032000
0.277778,2.468985,8.821189,0.006358,-0.055522,0.001430,0.016017,0.000632,0.000046,0.000279,0.215702,0.000847,2.162252,0.017663,-0.000173,0.000190,0.417333,0.001316,5.432896,0.042474,0.059917,0.000235,-2.341365,0.015930,-3.339346,0.026135
0.271739,2.404209,8.421443,0.006073,-0.052968,0.001397,0.014811,0.001124,0.000059,0.000403,0.216693,0.000890,2.185523,0.017301,-0.000024,0.000271,0.417514,0.001714,5.418308,0.036008,0.058884,0.000242,-2.361904,0.016633,-3.325833,0.019024
0.265957,2.348586,8.102280,0.006952,-0.051918,0.001634,0.014862,0.000532,0.000203,0.000335,0.217153,0.000824,2.191556,0.017322,-0.000051,0.000219,0.417714,0.002144,5.396625,0.068740,0.057753,0.000219,-2.364039,0.017131,-3.306338,0.036279
0.260417,2.299877,7.816003,0.004661,-0.051970,0.001119,0.014167,0.000714,-0.000232,0.000377,0.217598,0.000664,2.201694,0.015121,0.000014,0.000161,0.418336,0.001394,5.398024,0.040416,0.056666,0.000173,-2.372696,0.015083,-3.301130,0.019171
0.255102,2.247693,7.522989,0.008075,-0.050685,0.001978,0.013944,0.000985,-0.000049,0.000295,0.218216,0.000818,2.212982,0.023452,0.000019,0.000220,0.417651,0.002570,5.381721,0.065774,0.055667,0.000209,-2.380342,0.025138,-3.295091,0.029107
0.250000,2.197415,7.232031,0.004367,-0.049354,0.001092,0.012873,0.000545,0.000036,0.000344,0.219718,0.001102,2.242099,0.023512,0.000146,0.000318,0.419199,0.001766,5.404655,0.047418,0.054929,0.000276,-2.401406,0.021182,-3.297528,0.020653
