beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
0.462963,285.629435,81899.926785,0.045429,-1.409998,0.000383,0.117661,0.003421,0.143887,0.000133,5.451116,0.009607,8436.306392,27.957153,-0.000000,0.000000,0.240354,0.000632,44.311628,0.133039,2.514080,0.004430,-514.875003,0.824425,-60.453516,0.188704
0.446429,274.405631,75600.950405,0.061016,-1.401049,0.000534,0.109729,0.002698,0.141109,0.000099,5.251434,0.007435,7874.117551,22.605207,0.000000,0.000001,0.240934,0.001747,44.413716,0.629041,2.335501,0.003307,-498.806439,0.744335,-60.443964,0.476908
0.431034,263.954969,69964.557419,0.064667,-1.392092,0.000586,0.110831,0.004791,0.138267,0.000106,5.050503,0.007656,7323.875577,22.017745,0.000000,0.000000,0.240117,0.001500,44.053712,0.608067,2.168701,0.003288,-482.374889,0.743159,-60.153105,0.488550
0.416667,254.265491,64931.736735,0.052491,-1.383739,0.000492,0.103627,0.004442,0.135588,0.000110,4.864947,0.007606,6833.864814,21.249234,0.000000,0.000001,0.240213,0.001398,44.138287,0.545878,2.019401,0.003157,-467.237315,0.752946,-60.246685,0.425719
0.403226,245.250233,60418.493677,0.046717,-1.375862,0.000453,0.099861,0.002302,0.132975,0.000125,4.687316,0.008357,6379.231735,21.482344,-0.000000,0.000001,0.240111,0.001952,44.024821,0.708058,1.882917,0.003356,-452.650860,0.751742,-60.113748,0.520984
0.390625,236.789661,56330.852471,0.032359,-1.367897,0.000324,0.096555,0.003360,0.130473,0.000103,4.520792,0.007158,5970.178296,19.082140,0.000000,0.000001,0.240181,0.001501,44.053353,0.615007,1.759285,0.002785,-439.200416,0.722097,-60.136375,0.504863
0.378788,228.895949,52645.898935,0.040411,-1.360489,0.000417,0.092367,0.004022,0.128061,0.000087,4.363267,0.005466,5593.562776,13.684190,0.000000,0.000001,0.240421,0.001685,44.102159,0.570682,1.646541,0.002062,-426.321687,0.597171,-60.143380,0.392115
0.367647,221.488593,49301.616213,0.047020,-1.353316,0.000500,0.089565,0.006089,0.125679,0.000124,4.210024,0.007887,5237.942659,18.659588,0.000000,0.000001,0.240064,0.001334,44.099437,0.504623,1.541996,0.002888,-413.718664,0.724695,-60.230995,0.385469
0.357143,214.539015,46263.390115,0.028725,-1.346520,0.000314,0.085396,0.004460,0.123395,0.000143,4.066130,0.008927,4915.874569,20.864279,-0.000000,0.000001,0.240404,0.001545,44.163259,0.676091,1.446751,0.003176,-401.991903,0.837911,-60.231710,0.580126
0.347222,207.990538,43488.563892,0.058404,-1.339894,0.000657,0.080102,0.002028,0.121264,0.000147,3.934869,0.008917,4633.100404,19.019437,-0.000000,0.000001,0.240745,0.001073,44.311874,0.470147,1.361168,0.003084,-391.480848,0.746990,-60.352431,0.416594
0.337838,201.820385,40953.275441,0.042656,-1.333548,0.000493,0.078068,0.003967,0.119032,0.000073,3.798883,0.004674,4344.767531,11.969853,-0.000001,0.000001,0.241812,0.001162,44.759788,0.401021,1.278620,0.001573,-380.231427,0.630687,-60.699354,0.293556
0.328947,195.996566,38629.612400,0.031938,-1.327459,0.000379,0.074066,0.003511,0.117080,0.000103,3.682454,0.006541,4106.484286,15.151363,-0.000000,0.000001,0.241824,0.000809,44.683497,0.301265,1.206824,0.002144,-370.715044,0.722534,-60.592080,0.297193
0.320513,190.472489,36489.162225,0.029233,-1.321383,0.000356,0.073906,0.002165,0.114988,0.000115,3.560607,0.007186,3868.549154,16.481306,-0.000000,0.000001,0.241433,0.000904,44.324073,0.323230,1.136982,0.002295,-361.160316,0.833920,-60.195310,0.264538
0.312500,185.242597,34518.321819,0.043685,-1.315532,0.000546,0.071319,0.002720,0.113027,0.000170,3.446905,0.009796,3646.450217,19.657830,-0.000001,0.000000,0.242163,0.001089,44.707681,0.490480,1.073166,0.003049,-351.627823,0.909986,-60.537851,0.442431
0.304878,180.309651,32708.921361,0.023043,-1.310217,0.000295,0.066566,0.003461,0.111186,0.000150,3.343033,0.008484,3452.923184,16.567868,0.000000,0.000001,0.241881,0.001221,44.669259,0.455940,1.015448,0.002576,-343.288590,0.814859,-60.556751,0.357852
0.297619,175.575690,31019.263388,0.042953,-1.304431,0.000564,0.065871,0.004560,0.109326,0.000087,3.239197,0.005067,3262.805951,10.632016,0.000000,0.000001,0.242263,0.001124,44.685976,0.501334,0.960490,0.001502,-334.762016,0.614975,-60.482446,0.428238
0.290698,171.156211,29482.045953,0.033348,-1.299912,0.000448,0.064219,0.002211,0.107539,0.000095,3.140954,0.004751,3086.491186,7.432444,0.000000,0.000001,0.242518,0.001243,44.839239,0.499964,0.909706,0.001375,-326.553092,0.330106,-60.628709,0.450939
0.284091,166.901943,28038.914411,0.041521,-1.294902,0.000571,0.061532,0.003025,0.105820,0.000071,3.048589,0.004120,2927.848908,8.236386,-0.000000,0.000001,0.243429,0.001590,45.252369,0.636423,0.862895,0.001166,-319.131039,0.493036,-60.962456,0.514775
0.277778,162.817361,26687.361171,0.024190,-1.289619,0.000340,0.058790,0.003676,0.104097,0.000138,2.957973,0.007109,2776.800773,11.773492,-0.000000,0.000001,0.243299,0.000726,45.044393,0.252196,0.818649,0.001967,-311.915799,0.640077,-60.713335,0.262255
0.271739,158.938683,25435.448613,0.031149,-1.284744,0.000448,0.058609,0.002525,0.102453,0.000128,2.871796,0.007242,2634.780377,14.087282,0.000001,0.000001,0.243804,0.001430,45.350233,0.429607,0.777527,0.001961,-304.820434,0.881630,-61.002481,0.279793
0.265957,155.265855,24276.890845,0.022407,-1.280467,0.000329,0.055230,0.002389,0.100888,0.000093,2.791679,0.004133,2506.688325,5.736933,-0.000000,0.000001,0.244146,0.001386,45.458028,0.564986,0.739761,0.001094,-298.304481,0.330008,-61.061757,0.444377
0.260417,151.737516,23189.582098,0.018937,-1.276063,0.000284,0.053010,0.003940,0.099379,0.000100,2.715741,0.004963,2389.178286,8.236102,-0.000000,0.000001,0.243565,0.001244,45.189739,0.534272,0.704652,0.001287,-292.249875,0.539732,-60.842992,0.448649
0.255102,148.371789,22176.300663,0.025621,-1.271943,0.000392,0.053674,0.003426,0.097966,0.000087,2.645865,0.005187,2283.801110,10.565970,-0.000000,0.000001,0.244000,0.001326,45.217870,0.471598,0.672517,0.001319,-286.718092,0.790182,-60.771595,0.366422
0.250000,145.126333,21219.819357,0.025544,-1.267599,0.000399,0.050937,0.003355,0.096495,0.000109,2.573367,0.005225,2174.570421,7.730053,-0.000000,0.000001,0.243983,0.000936,45.404477,0.412225,0.641014,0.001301,-280.675607,0.445062,-61.031422,0.398905
