beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
0.961538,589.969612,348936.422838,0.456485,-1.646752,0.001854,1.101960,0.034210,0.000008,0.000058,0.029193,0.000235,0.688270,0.010968,-0.000000,0.000000,0.137251,0.000706,15.732995,0.147871,0.028070,0.000226,-6.858416,0.070014,-37.209038,0.208513
0.892857,524.951581,276407.338729,0.378423,-1.546663,0.001656,1.203444,0.024107,0.000002,0.000066,0.041243,0.000264,1.345491,0.020563,0.000000,0.000000,0.165971,0.000802,22.464975,0.277998,0.036824,0.000236,-9.873971,0.101489,-44.116701,0.361359
0.833333,472.156938,223621.154158,0.297265,-1.463236,0.001393,0.846620,0.015608,0.000009,0.000089,0.051902,0.000276,2.092935,0.021682,-0.000000,0.000000,0.185153,0.001289,27.296010,0.404166,0.043252,0.000230,-12.441212,0.081517,-48.138767,0.397434
0.781250,431.134629,186464.748241,0.211690,-1.405673,0.001058,0.611330,0.016114,0.000014,0.000070,0.059862,0.000344,2.772914,0.028621,0.000000,0.000000,0.195910,0.000959,30.298327,0.260093,0.046767,0.000268,-14.440350,0.084926,-50.550705,0.221869
0.735294,397.526519,158553.865837,0.156758,-1.361860,0.000833,0.503834,0.009134,-0.000029,0.000104,0.066404,0.000404,3.400090,0.039061,-0.000000,0.000000,0.201525,0.001061,31.845932,0.344779,0.048827,0.000297,-16.067111,0.106373,-51.673552,0.315559
0.694444,368.873699,136544.446689,0.118173,-1.324915,0.000665,0.420911,0.007964,0.000017,0.000093,0.072327,0.000366,4.031882,0.048469,0.000000,0.000001,0.205236,0.000672,32.886043,0.250466,0.050227,0.000254,-17.581261,0.159784,-52.411123,0.275238
0.657895,344.022291,118791.523143,0.096555,-1.292632,0.000573,0.375605,0.007547,-0.000031,0.000107,0.077432,0.000584,4.595911,0.059881,0.000000,0.000001,0.208626,0.001007,33.907804,0.264903,0.050942,0.000384,-18.783934,0.125517,-53.175770,0.223904
0.625000,322.262137,104261.333607,0.095608,-1.264138,0.000598,0.336630,0.006815,-0.000006,0.000090,0.082283,0.000505,5.212668,0.063299,-0.000000,0.000001,0.212561,0.001035,35.028526,0.310301,0.051427,0.000316,-20.116305,0.150707,-53.929938,0.242554
0.595238,303.008450,92193.925156,0.082769,-1.238493,0.000543,0.299957,0.007150,0.000049,0.000081,0.087050,0.000262,5.829245,0.043960,0.000000,0.000001,0.214910,0.000919,35.763953,0.342724,0.051815,0.000156,-21.321367,0.121245,-54.470272,0.331014
0.568182,285.859978,82072.652642,0.103214,-1.215287,0.000710,0.276777,0.006602,-0.000029,0.000108,0.091298,0.000462,6.404274,0.063089,-0.000000,0.000001,0.216386,0.001201,36.137960,0.437022,0.051874,0.000262,-22.381787,0.136314,-54.667283,0.396862
0.543478,270.499322,73504.241546,0.091157,-1.194214,0.000655,0.249417,0.006820,0.000032,0.000072,0.095321,0.000565,7.004189,0.085040,0.000000,0.000001,0.218834,0.001138,36.924203,0.389280,0.051805,0.000307,-23.492636,0.167623,-55.242524,0.338552
0.520833,256.732911,66228.295015,0.124404,-1.175497,0.000933,0.233434,0.006676,-0.000010,0.000103,0.098733,0.000421,7.525110,0.083914,-0.000000,0.000000,0.220897,0.000915,37.542661,0.331841,0.051423,0.000219,-24.405081,0.196487,-55.650901,0.301419
0.500000,244.213028,59938.258390,0.069890,-1.157914,0.000546,0.211084,0.005591,-0.000001,0.000093,0.102795,0.000712,8.118345,0.130137,0.000000,0.000001,0.222379,0.001416,38.058398,0.449296,0.051398,0.000356,-25.323796,0.259302,-56.045592,0.348408
0.480769,232.752638,54456.034730,0.047320,-1.141115,0.000384,0.193318,0.006592,-0.000002,0.000069,0.105896,0.000446,8.619648,0.096209,0.000000,0.000000,0.223712,0.001468,38.437648,0.437177,0.050911,0.000214,-26.131819,0.205784,-56.271069,0.347226
0.462963,222.368706,49717.083030,0.087526,-1.126236,0.000738,0.183067,0.005488,0.000021,0.000090,0.109322,0.000472,9.162095,0.098570,-0.000000,0.000001,0.224983,0.000732,38.865263,0.429501,0.050612,0.000219,-26.935446,0.202007,-56.581326,0.487451
0.446429,212.834775,45554.743791,0.108237,-1.112304,0.000947,0.168968,0.004678,0.000002,0.000087,0.112458,0.000468,9.706359,0.088104,-0.000000,0.000001,0.226364,0.001264,39.313397,0.488874,0.050205,0.000209,-27.769759,0.159095,-56.889541,0.476281
0.431034,204.039510,41877.012836,0.070671,-1.099108,0.000640,0.159557,0.002131,0.000030,0.000093,0.115268,0.000578,10.192567,0.098033,-0.000000,0.000001,0.227692,0.000962,39.662500,0.319008,0.049684,0.000249,-28.474572,0.164719,-57.063774,0.271434
0.416667,195.922724,38619.071958,0.055364,-1.086776,0.000519,0.146220,0.004075,-0.000083,0.000085,0.118243,0.000418,10.766917,0.076120,-0.000000,0.000001,0.228464,0.000877,39.945136,0.249628,0.049268,0.000174,-29.352205,0.124982,-57.280325,0.208694
0.403226,188.474562,35745.984622,0.088112,-1.075847,0.000854,0.136101,0.005168,-0.000002,0.000104,0.121130,0.000462,11.279444,0.094042,-0.000000,0.000001,0.231095,0.000922,40.882384,0.316144,0.048843,0.000186,-30.039105,0.154189,-57.968385,0.250434
0.390625,181.549698,33174.309268,0.061782,-1.065497,0.000618,0.126808,0.003895,-0.000043,0.000119,0.123727,0.000450,11.789456,0.072692,0.000000,0.000001,0.230799,0.001506,40.788725,0.568991,0.048331,0.000176,-30.761922,0.125686,-57.907099,0.512716
0.378788,175.056659,30850.941149,0.032187,-1.055272,0.000332,0.121287,0.005619,0.000014,0.000087,0.126003,0.000581,12.185504,0.152460,-0.000000,0.000001,0.231990,0.001249,41.132360,0.432090,0.047729,0.000220,-31.234934,0.280090,-58.099480,0.349400
0.367647,169.027407,28768.239021,0.076768,-1.045916,0.000816,0.113052,0.003795,0.000036,0.000093,0.128369,0.000648,12.645395,0.160867,0.000000,0.000001,0.233554,0.000915,41.721196,0.345396,0.047195,0.000238,-31.834972,0.277873,-58.544624,0.314690
0.357143,163.403214,26891.782544,0.055237,-1.037223,0.000604,0.108461,0.002458,0.000019,0.000098,0.130994,0.000574,13.163958,0.126070,-0.000000,0.000001,0.233409,0.001151,41.554157,0.376325,0.046784,0.000205,-32.497040,0.205686,-58.342693,0.261741
0.347222,158.105883,25181.211021,0.052161,-1.028691,0.000587,0.100126,0.003822,0.000046,0.000073,0.133032,0.000243,13.576789,0.085269,0.000000,0.000001,0.235491,0.001285,42.306899,0.454480,0.046192,0.000084,-33.018587,0.163886,-58.882974,0.345502
0.337838,153.143205,23630.381439,0.041399,-1.020718,0.000479,0.095294,0.002290,-0.000057,0.000066,0.134823,0.000435,13.955408,0.123607,0.000000,0.000001,0.235837,0.001041,42.422682,0.406508,0.045548,0.000147,-33.502744,0.238685,-58.959237,0.339091
0.328947,148.512895,22227.365389,0.050957,-1.013591,0.000605,0.088945,0.003034,-0.000043,0.000101,0.137295,0.000605,14.460059,0.145522,0.000000,0.000001,0.235979,0.001182,42.530391,0.446753,0.045163,0.000199,-34.106372,0.247132,-59.075220,0.375025
0.320513,144.133009,20939.935619,0.054779,-1.006621,0.000668,0.083888,0.002515,-0.000018,0.000057,0.139278,0.000743,14.938483,0.181843,-0.000000,0.000001,0.237769,0.000964,43.146938,0.460097,0.044640,0.000238,-34.751085,0.278329,-59.487319,0.448529
0.312500,139.970875,19752.690705,0.042079,-0.999636,0.000526,0.081532,0.002879,0.000013,0.000086,0.141019,0.000784,15.217827,0.199652,-0.000000,0.000001,0.238006,0.001505,43.011334,0.619739,0.044069,0.000245,-34.969541,0.279593,-59.235581,0.509549
0.304878,136.051763,18666.028773,0.054425,-0.993163,0.000697,0.077702,0.002737,0.000012,0.000081,0.143129,0.000677,15.738175,0.156860,-0.000000,0.000001,0.238701,0.001688,43.301378,0.652792,0.043637,0.000207,-35.652075,0.241926,-59.465132,0.525894
0.297619,132.371467,17673.021579,0.046637,-0.987376,0.000612,0.072042,0.002047,0.000008,0.000073,0.144629,0.000704,16.055034,0.206866,-0.000000,0.000001,0.239125,0.001405,43.487729,0.495381,0.043044,0.000209,-36.001603,0.313480,-59.619266,0.429789
0.290698,128.862768,16752.318706,0.016993,-0.981593,0.000228,0.069698,0.003417,0.000001,0.000062,0.146759,0.000944,16.552847,0.252243,0.000000,0.000001,0.240240,0.000791,43.847800,0.393569,0.042662,0.000274,-36.594551,0.345691,-59.838304,0.437802
0.284091,125.539253,15902.365109,0.036944,-0.976165,0.000508,0.065314,0.001748,0.000023,0.000077,0.148234,0.000527,16.874031,0.130009,0.000000,0.000001,0.240866,0.001472,44.095498,0.511016,0.042112,0.000150,-36.944072,0.176525,-60.021906,0.389285
0.277778,122.363752,15111.420998,0.045282,-0.970740,0.000637,0.063154,0.002181,0.000012,0.000061,0.149782,0.000827,17.245863,0.223197,-0.000001,0.000001,0.240231,0.001224,44.004361,0.488595,0.041606,0.000230,-37.378677,0.334199,-60.056913,0.426079
0.271739,119.367591,14383.554321,0.035949,-0.965909,0.000517,0.060796,0.002093,0.000011,0.000054,0.151479,0.000510,17.546247,0.132866,0.000001,0.000002,0.241330,0.000948,44.350068,0.447305,0.041163,0.000139,-37.610596,0.181947,-60.256801,0.442667
0.265957,116.517173,13707.953427,0.022140,-0.961346,0.000325,0.059313,0.002563,-0.000007,0.000084,0.153103,0.000721,17.961204,0.180264,-0.000000,0.000001,0.241900,0.001185,44.621500,0.536562,0.040719,0.000192,-38.104195,0.262250,-60.485802,0.498765
0.260417,113.752725,13067.923087,0.034768,-0.956291,0.000522,0.056589,0.002828,-0.000028,0.000073,0.154597,0.000567,18.284841,0.166066,-0.000000,0.000001,0.242795,0.001402,44.879574,0.579594,0.040260,0.000148,-38.424213,0.238129,-60.612938,0.489116
0.255102,111.157159,12480.740115,0.058129,-0.952094,0.000890,0.053381,0.001570,-0.000022,0.000087,0.155851,0.000669,18.637763,0.172440,0.000000,0.000001,0.242926,0.001176,44.740378,0.505218,0.039758,0.000171,-38.861921,0.248785,-60.389213,0.405781
0.250000,108.706246,11938.977346,0.053181,-0.948535,0.000831,0.051642,0.001382,0.000020,0.000095,0.157238,0.000709,19.007097,0.216937,-0.000000,0.000001,0.242665,0.001169,44.675333,0.485516,0.039310,0.000177,-39.292551,0.297786,-60.365992,0.409579
