beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
0.595238,23.707770,590.612590,0.021235,-0.122329,0.000557,0.075719,0.002201,0.000012,0.000108,0.178006,0.000744,6.060326,0.054022,0.000001,0.000014,0.360778,0.001403,23.474814,0.206666,0.105956,0.000443,-10.348455,0.076267,-20.688707,0.116843
0.568182,22.438637,530.391463,0.014060,-0.117063,0.000387,0.069691,0.002013,-0.000070,0.000200,0.181297,0.000843,6.266894,0.070449,0.000010,0.000009,0.355773,0.001673,22.765771,0.176552,0.103009,0.000479,-10.522040,0.080924,-20.329643,0.085654
0.543478,21.269392,477.707970,0.012602,-0.111495,0.000362,0.063303,0.001848,0.000059,0.000115,0.184186,0.000735,6.481075,0.064304,-0.000001,0.000011,0.352384,0.000990,22.314525,0.187486,0.100101,0.000400,-10.729063,0.085759,-20.107919,0.136335
0.520833,20.222840,432.925478,0.024958,-0.106685,0.000749,0.058418,0.002359,-0.000053,0.000181,0.186682,0.000809,6.666308,0.058628,-0.000000,0.000016,0.348133,0.001706,21.714144,0.189347,0.097230,0.000421,-10.902929,0.062020,-19.790732,0.096573
0.500000,19.273183,394.146607,0.013143,-0.102287,0.000411,0.053401,0.001647,-0.000119,0.000195,0.188305,0.000624,6.789507,0.044898,0.000002,0.000015,0.345137,0.001135,21.361814,0.179275,0.094152,0.000312,-11.018538,0.043461,-19.630932,0.115741
0.480769,18.404639,360.269569,0.019535,-0.098151,0.000635,0.048966,0.001362,-0.000026,0.000143,0.191443,0.000593,7.005444,0.060131,0.000002,0.000020,0.342362,0.001776,20.904592,0.224371,0.092040,0.000285,-11.197446,0.073333,-19.352782,0.128541
0.462963,17.609173,330.625505,0.023996,-0.094310,0.000810,0.045825,0.001316,0.000017,0.000162,0.193015,0.000676,7.105223,0.058423,0.000003,0.000019,0.339381,0.001811,20.497686,0.269021,0.089359,0.000313,-11.270483,0.073175,-19.131611,0.161707
0.446429,16.873029,304.257103,0.010784,-0.090556,0.000377,0.041951,0.000801,-0.000039,0.000204,0.195262,0.000732,7.303394,0.058841,0.000008,0.000016,0.337744,0.001699,20.308701,0.184308,0.087171,0.000327,-11.467548,0.069006,-19.043128,0.097412
0.431034,16.208646,281.469772,0.014416,-0.087563,0.000523,0.039699,0.001441,-0.000033,0.000132,0.196783,0.001094,7.403438,0.076410,0.000002,0.000014,0.336075,0.001659,20.003881,0.167647,0.084820,0.000471,-11.540542,0.077848,-18.840402,0.077817
0.416667,15.585682,260.857290,0.011778,-0.084463,0.000442,0.036844,0.001109,0.000047,0.000172,0.198922,0.000548,7.549567,0.063590,-0.000011,0.000024,0.333874,0.000975,19.681740,0.156275,0.082884,0.000228,-11.650599,0.076339,-18.649635,0.110451
0.403226,15.018876,242.780262,0.012917,-0.081981,0.000501,0.034290,0.001304,-0.000072,0.000199,0.200616,0.000782,7.694233,0.076573,-0.000006,0.000024,0.332688,0.001307,19.522048,0.148648,0.080894,0.000315,-11.784067,0.084981,-18.559686,0.091233
0.390625,14.471679,225.940883,0.020174,-0.078867,0.000807,0.031864,0.001283,0.000018,0.000139,0.201391,0.000880,7.743874,0.083729,0.000006,0.000017,0.330770,0.001757,19.226073,0.183006,0.078668,0.000344,-11.817043,0.093902,-18.374721,0.101748
0.378788,13.972586,211.153064,0.013053,-0.076369,0.000538,0.030424,0.001200,-0.000043,0.000223,0.203329,0.000595,7.874173,0.059233,-0.000003,0.000020,0.329316,0.001124,18.982744,0.152668,0.077018,0.000225,-11.908717,0.081933,-18.214129,0.109432
0.367647,13.520813,198.178289,0.010177,-0.074635,0.000433,0.028828,0.001364,0.000009,0.000188,0.204511,0.000801,7.987327,0.082417,-0.000010,0.000021,0.327499,0.000707,18.751590,0.106240,0.075188,0.000295,-12.018312,0.092993,-18.085538,0.080067
0.357143,13.067860,185.573438,0.011979,-0.071719,0.000524,0.027132,0.000598,0.000057,0.000168,0.205862,0.001101,8.085318,0.081176,0.000005,0.000019,0.327667,0.001901,18.724186,0.166171,0.073522,0.000393,-12.091561,0.072426,-18.047677,0.072311
0.347222,12.661981,174.598817,0.012603,-0.069789,0.000567,0.025171,0.000843,-0.000017,0.000090,0.206895,0.000967,8.167495,0.078258,-0.000008,0.000023,0.326389,0.001172,18.496280,0.102025,0.071838,0.000336,-12.158653,0.080667,-17.889745,0.055758
0.337838,12.277416,164.547040,0.009399,-0.067830,0.000435,0.023978,0.000572,0.000038,0.000265,0.208593,0.000988,8.321816,0.108067,-0.000000,0.000027,0.326005,0.001533,18.406621,0.188302,0.070470,0.000334,-12.297916,0.119917,-17.819937,0.113726
0.328947,11.912817,155.308917,0.006705,-0.065859,0.000318,0.023138,0.000815,0.000040,0.000128,0.209272,0.001047,8.334667,0.100787,-0.000005,0.000017,0.324370,0.000658,18.199154,0.088752,0.068840,0.000344,-12.275237,0.105491,-17.701995,0.074110
0.320513,11.566099,146.739273,0.014806,-0.063847,0.000722,0.021849,0.000575,0.000008,0.000156,0.210062,0.000756,8.414556,0.072608,-0.000002,0.000026,0.325073,0.001250,18.242726,0.175547,0.067328,0.000242,-12.352313,0.078336,-17.706020,0.126812
0.312500,11.250289,139.134901,0.007295,-0.062514,0.000365,0.020556,0.000865,-0.000066,0.000084,0.211043,0.000830,8.493009,0.069872,0.000002,0.000029,0.324379,0.001339,18.133462,0.138036,0.065951,0.000260,-12.414119,0.065109,-17.633804,0.074927
0.304878,10.944111,131.959977,0.011492,-0.060886,0.000589,0.019409,0.000910,-0.000048,0.000112,0.212223,0.001056,8.565832,0.063528,0.000001,0.000019,0.323657,0.001061,17.995741,0.147978,0.064702,0.000322,-12.454035,0.052978,-17.533516,0.097473
0.297619,10.659329,125.455453,0.008710,-0.059615,0.000457,0.018356,0.001097,0.000015,0.000105,0.212922,0.001016,8.645446,0.086338,0.000003,0.000009,0.323690,0.001488,17.906396,0.218702,0.063370,0.000302,-12.534309,0.082374,-17.439315,0.151768
0.290698,10.376627,119.193571,0.009383,-0.057744,0.000504,0.017851,0.000438,-0.000131,0.000158,0.213653,0.001114,8.705129,0.094333,-0.000003,0.000018,0.323240,0.001006,17.826703,0.156949,0.062108,0.000324,-12.581043,0.082509,-17.383127,0.121212
0.284091,10.121170,113.586572,0.008528,-0.056664,0.000469,0.016051,0.000623,0.000142,0.000170,0.214910,0.000500,8.773049,0.066739,0.000002,0.000034,0.322937,0.001428,17.749202,0.155306,0.061054,0.000142,-12.607246,0.088322,-17.320270,0.083377
0.277778,9.875790,108.434200,0.011925,-0.055513,0.000671,0.016047,0.000615,-0.000005,0.000227,0.215521,0.001119,8.849907,0.112344,-0.000007,0.000037,0.322667,0.001157,17.688430,0.172032,0.059867,0.000311,-12.687112,0.107260,-17.272838,0.124794
0.271739,9.631281,103.349273,0.010413,-0.053799,0.000599,0.014942,0.001033,0.000063,0.000146,0.215997,0.000957,8.899233,0.102154,0.000001,0.000029,0.322188,0.001184,17.533175,0.171677,0.058695,0.000260,-12.733209,0.103372,-17.139360,0.117957
0.265957,9.406976,98.842450,0.008638,-0.052660,0.000507,0.014753,0.000395,0.000069,0.000179,0.216686,0.001037,8.960112,0.101516,0.000007,0.000026,0.321950,0.001398,17.474745,0.135731,0.057629,0.000276,-12.783230,0.104371,-17.092453,0.092706
0.260417,9.196568,94.668058,0.006845,-0.051794,0.000411,0.013978,0.000589,-0.000139,0.000141,0.217657,0.000965,9.011274,0.097465,-0.000007,0.000028,0.322358,0.001421,17.516100,0.207842,0.056682,0.000251,-12.800069,0.097720,-17.111966,0.142909
0.255102,8.985518,90.568400,0.006085,-0.050363,0.000373,0.013177,0.000492,-0.000045,0.000192,0.218334,0.000890,9.072855,0.073927,-0.000012,0.000050,0.322117,0.001516,17.368010,0.149180,0.055697,0.000227,-12.851466,0.070059,-16.972517,0.083555
0.250000,8.791340,86.892896,0.004313,-0.049459,0.000270,0.012717,0.000674,-0.000014,0.000155,0.218870,0.000957,9.109583,0.082752,0.000002,0.000031,0.322713,0.001314,17.389427,0.142768,0.054717,0.000239,-12.873482,0.084987,-16.961460,0.092008
