beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
0.431034,430.451717,186094.724793,0.673522,-2.650969,0.006104,1.465386,0.029953,0.000010,0.000051,0.043557,0.000339,1.504767,0.024685,0.000000,0.000000,0.101249,0.001102,8.280270,0.171909,0.018774,0.000146,-10.515146,0.114193,-26.257455,0.275203
0.416667,403.939179,163890.592769,0.724115,-2.536930,0.006789,1.247144,0.031122,-0.000024,0.000060,0.050137,0.000440,1.973549,0.031609,0.000000,0.000000,0.115579,0.001439,10.594217,0.255830,0.020890,0.000183,-12.120450,0.111374,-29.549854,0.392713
0.403226,382.179224,146700.308934,0.447489,-2.452361,0.004335,1.003790,0.024762,-0.000036,0.000049,0.055387,0.000350,2.391162,0.031417,0.000000,0.000000,0.125803,0.001211,12.411867,0.291248,0.022334,0.000141,-13.390050,0.107174,-31.883144,0.476941
0.390625,362.963176,132311.900852,0.275695,-2.379632,0.002757,0.807010,0.017691,-0.000008,0.000055,0.060051,0.000435,2.786878,0.043689,-0.000000,0.000000,0.135712,0.001094,14.348771,0.215818,0.023457,0.000170,-14.468703,0.143382,-34.241464,0.266238
0.378788,346.096168,120295.397510,0.228875,-2.319117,0.002360,0.651138,0.019985,0.000013,0.000109,0.064077,0.000307,3.177215,0.040391,0.000000,0.000000,0.142846,0.000842,15.852588,0.194781,0.024272,0.000116,-15.527643,0.152204,-35.991272,0.287576
0.367647,331.498137,110370.071201,0.220063,-2.272168,0.002338,0.576210,0.014728,-0.000016,0.000037,0.067329,0.000283,3.505564,0.036540,0.000000,0.000000,0.149632,0.000414,17.339073,0.131094,0.024753,0.000104,-16.355047,0.121368,-37.625551,0.210430
0.357143,317.933225,101530.662085,0.154705,-2.227395,0.001692,0.512380,0.010105,0.000029,0.000070,0.071016,0.000378,3.899175,0.044631,-0.000000,0.000000,0.154895,0.000828,18.542840,0.242443,0.025363,0.000135,-17.301395,0.123610,-38.902628,0.340755
0.347222,305.729415,93894.333499,0.158719,-2.189456,0.001786,0.461343,0.008574,-0.000021,0.000079,0.073909,0.000270,4.218459,0.038571,0.000000,0.000000,0.160247,0.000846,19.802245,0.252856,0.025663,0.000094,-18.025310,0.128859,-40.190024,0.368769
0.337838,294.440340,87095.566682,0.101365,-2.154466,0.001172,0.414071,0.006009,-0.000009,0.000059,0.076825,0.000385,4.548511,0.050461,-0.000000,0.000001,0.164295,0.000921,20.776938,0.275392,0.025955,0.000130,-18.734682,0.124550,-41.152158,0.347594
0.328947,284.025226,81052.758418,0.102553,-2.122800,0.001218,0.384350,0.007316,0.000043,0.000099,0.079534,0.000267,4.878969,0.034754,0.000000,0.000001,0.168429,0.000586,21.806903,0.128988,0.026163,0.000088,-19.447894,0.101052,-42.157211,0.162510
0.320513,274.378522,75648.178688,0.093917,-2.093988,0.001145,0.352414,0.008038,-0.000023,0.000097,0.082144,0.000408,5.180184,0.051347,-0.000000,0.000001,0.171842,0.001000,22.743984,0.306226,0.026328,0.000131,-20.020354,0.124389,-43.116276,0.350423
0.312500,265.275991,70720.594493,0.063950,-2.065950,0.000799,0.327981,0.006122,-0.000005,0.000085,0.084444,0.000363,5.491329,0.051745,-0.000000,0.000000,0.175721,0.000863,23.778371,0.215440,0.026389,0.000113,-20.675975,0.131481,-44.105540,0.212457
0.304878,256.860501,66312.161191,0.104186,-2.041025,0.001335,0.304581,0.005676,0.000002,0.000107,0.086900,0.000524,5.809947,0.052744,0.000000,0.000001,0.178536,0.001337,24.495965,0.432645,0.026494,0.000160,-21.285761,0.111901,-44.731845,0.501284
0.297619,248.949237,62297.695297,0.105761,-2.017459,0.001388,0.285204,0.004091,0.000059,0.000074,0.089613,0.000514,6.185178,0.079377,-0.000000,0.000000,0.182068,0.000766,25.505352,0.215354,0.026671,0.000153,-22.006066,0.176729,-45.695103,0.249408
0.290698,241.531010,58647.086692,0.055120,-1.995573,0.000741,0.266890,0.003940,0.000045,0.000089,0.091423,0.000424,6.433332,0.066397,-0.000000,0.000001,0.185001,0.001036,26.290172,0.325923,0.026576,0.000123,-22.455772,0.155021,-46.367697,0.342854
0.284091,234.583618,55329.333624,0.080556,-1.975525,0.001108,0.254960,0.005939,-0.000004,0.000089,0.093765,0.000443,6.791547,0.086122,0.000000,0.000001,0.187392,0.000698,26.939381,0.244808,0.026638,0.000126,-23.143083,0.204274,-46.919068,0.285341
0.277778,227.949352,52249.239464,0.085184,-1.955538,0.001198,0.235843,0.005039,-0.000022,0.000061,0.095431,0.000479,7.021615,0.073389,0.000000,0.000001,0.189913,0.000867,27.633074,0.245791,0.026509,0.000133,-23.525384,0.162075,-47.500487,0.220173
0.271739,221.754705,49454.024053,0.067264,-1.937724,0.000967,0.223108,0.006581,0.000008,0.000119,0.097833,0.000548,7.372766,0.099187,0.000000,0.000001,0.192478,0.000903,28.359867,0.295720,0.026585,0.000149,-24.119207,0.220909,-48.112708,0.333298
0.265957,215.819956,46848.119188,0.085650,-1.919856,0.001258,0.211088,0.006951,-0.000016,0.000058,0.099721,0.000349,7.630262,0.046743,-0.000000,0.000000,0.194886,0.000945,29.026421,0.229562,0.026522,0.000093,-24.505203,0.105317,-48.646451,0.228433
0.260417,210.192383,44441.797161,0.099411,-1.902886,0.001491,0.198270,0.006350,-0.000026,0.000125,0.101480,0.000406,7.910708,0.077771,-0.000000,0.000001,0.197127,0.000791,29.768600,0.225463,0.026427,0.000106,-24.984029,0.180284,-49.336928,0.210924
0.255102,204.903983,42239.469065,0.070882,-1.887592,0.001085,0.191085,0.005713,-0.000019,0.000082,0.103197,0.000538,8.174089,0.086363,-0.000000,0.000001,0.198915,0.001001,30.296341,0.336758,0.026326,0.000137,-25.402178,0.163353,-49.768029,0.339480
0.250000,199.805897,40168.043215,0.035023,-1.871967,0.000547,0.179061,0.004262,-0.000051,0.000058,0.104882,0.000455,8.456367,0.078304,0.000000,0.000001,0.200517,0.001296,30.703198,0.410612,0.026221,0.000114,-25.875334,0.151920,-50.037888,0.366790
