beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
1.136364,106.118506,11396.542966,0.040685,-0.229565,0.000280,0.228793,0.006218,-0.000045,0.000119,0.124655,0.000415,5.984922,0.058941,0.000000,0.000003,0.457832,0.001668,78.671284,0.732061,0.141653,0.000472,-15.003740,0.120766,-56.277275,0.379804
1.041667,94.982342,9141.984984,0.025728,-0.212368,0.000193,0.198099,0.004200,0.000003,0.000109,0.132945,0.000848,6.788066,0.101191,0.000002,0.000002,0.436842,0.001933,71.761849,0.643981,0.138484,0.000884,-16.018910,0.150728,-53.757373,0.326108
0.961538,85.836318,7476.224488,0.046796,-0.197420,0.000380,0.175879,0.005478,0.000042,0.000056,0.140349,0.000865,7.554265,0.102821,0.000000,0.000003,0.420772,0.002663,66.330246,1.038730,0.134951,0.000831,-16.940891,0.145088,-51.543580,0.512815
0.892857,78.146000,6204.883878,0.043712,-0.183778,0.000382,0.155771,0.002407,0.000006,0.000144,0.146603,0.000448,8.275918,0.061501,0.000000,0.000004,0.409389,0.002326,62.753144,0.720835,0.130895,0.000400,-17.816929,0.100920,-50.093711,0.364057
0.833333,71.686739,5228.510585,0.039893,-0.172063,0.000374,0.139326,0.004451,-0.000017,0.000143,0.153083,0.000438,8.997911,0.069116,-0.000002,0.000004,0.396518,0.002131,58.893818,0.564846,0.127569,0.000365,-18.592407,0.106325,-48.508288,0.261201
0.781250,66.116064,4453.384326,0.033621,-0.161161,0.000336,0.124478,0.002605,0.000053,0.000117,0.158104,0.000625,9.574640,0.098218,-0.000002,0.000003,0.386316,0.001496,56.009078,0.564685,0.123518,0.000488,-19.186052,0.146961,-47.326756,0.352912
0.735294,61.379947,3843.310957,0.024891,-0.152162,0.000264,0.112754,0.002099,-0.000023,0.000101,0.163110,0.000573,10.186937,0.070563,0.000002,0.000004,0.377265,0.001620,53.158255,0.482237,0.119934,0.000421,-19.817939,0.093250,-45.967222,0.250470
0.694444,57.187538,3340.591282,0.026021,-0.143360,0.000293,0.101473,0.000951,0.000043,0.000099,0.167273,0.000935,10.728946,0.132952,0.000001,0.000004,0.370458,0.001582,51.291144,0.466791,0.116162,0.000649,-20.379302,0.150945,-45.150464,0.278668
0.657895,53.535202,2931.312402,0.040760,-0.135731,0.000484,0.091857,0.002059,-0.000055,0.000072,0.170704,0.000582,11.182186,0.090339,0.000000,0.000005,0.363590,0.001379,49.314930,0.594599,0.112305,0.000383,-20.835174,0.115260,-44.210077,0.412835
0.625000,50.296703,2590.545871,0.031809,-0.128709,0.000398,0.081952,0.001519,-0.000064,0.000177,0.175065,0.000720,11.736725,0.126625,0.000000,0.000005,0.356767,0.001776,47.437317,0.626440,0.109415,0.000450,-21.346891,0.163903,-43.319969,0.406146
0.595238,47.423682,2306.081986,0.025100,-0.122436,0.000329,0.075407,0.001743,-0.000037,0.000141,0.178155,0.000961,12.144395,0.125426,-0.000002,0.000005,0.351497,0.001836,46.038657,0.425683,0.106045,0.000572,-21.722075,0.140063,-42.658855,0.218533
0.568182,44.861480,2066.307048,0.024812,-0.116845,0.000341,0.069473,0.001661,-0.000012,0.000146,0.181173,0.000656,12.565806,0.111937,0.000001,0.000005,0.347035,0.001129,44.879524,0.338577,0.102939,0.000373,-22.118895,0.126657,-42.107103,0.199395
0.543478,42.533928,1859.672608,0.016258,-0.111425,0.000234,0.062526,0.001716,-0.000081,0.000129,0.184227,0.000911,13.026553,0.136590,0.000001,0.000005,0.343905,0.001247,44.015612,0.351744,0.100123,0.000495,-22.569152,0.136582,-41.662158,0.228744
0.520833,40.446510,1683.769392,0.018527,-0.106698,0.000278,0.057831,0.001275,0.000027,0.000164,0.186657,0.000676,13.311198,0.122915,-0.000002,0.000006,0.340079,0.002075,42.885901,0.511022,0.097217,0.000352,-22.770758,0.144234,-41.033951,0.273539
0.500000,38.540295,1530.757629,0.019634,-0.102192,0.000307,0.053614,0.001696,-0.000060,0.000156,0.189192,0.000538,13.706145,0.122103,-0.000001,0.000006,0.335387,0.001095,41.754246,0.158199,0.094596,0.000269,-23.148300,0.168361,-40.498552,0.089547
0.480769,36.806163,1397.874721,0.021209,-0.098100,0.000345,0.049801,0.001110,0.000012,0.000128,0.191026,0.000575,14.002561,0.137384,0.000002,0.000004,0.332421,0.001218,40.908012,0.319416,0.091840,0.000277,-23.433612,0.192642,-40.019698,0.184196
0.462963,35.203543,1280.401369,0.017353,-0.094060,0.000293,0.046157,0.001881,0.000048,0.000115,0.193571,0.000762,14.365255,0.132911,-0.000001,0.000006,0.329691,0.001345,40.169818,0.387681,0.089616,0.000353,-23.736841,0.150055,-39.612740,0.235036
0.446429,33.754996,1178.605460,0.021208,-0.090712,0.000371,0.042580,0.001207,-0.000016,0.000117,0.195181,0.000821,14.598953,0.138542,0.000000,0.000008,0.328317,0.000985,39.874972,0.266292,0.087134,0.000367,-23.931957,0.155056,-39.483898,0.186006
0.431034,32.410455,1087.942933,0.028953,-0.087439,0.000525,0.039797,0.001304,-0.000005,0.000132,0.196867,0.000990,14.878850,0.176018,-0.000003,0.000006,0.325154,0.001184,39.045601,0.284218,0.084857,0.000427,-24.191939,0.188096,-39.027415,0.183353
0.416667,31.182435,1008.208903,0.019740,-0.084671,0.000370,0.036577,0.001551,0.000045,0.000125,0.198636,0.000772,15.133527,0.140311,0.000001,0.000008,0.323164,0.001208,38.454559,0.403291,0.082765,0.000322,-24.395392,0.156835,-38.663956,0.315098
0.403226,30.021906,935.730628,0.021951,-0.081674,0.000425,0.034323,0.000894,0.000068,0.000128,0.200459,0.000995,15.389492,0.171559,-0.000002,0.000007,0.320502,0.001315,37.805513,0.340620,0.080830,0.000401,-24.589747,0.178028,-38.318313,0.208858
0.390625,28.949533,871.210033,0.013037,-0.078991,0.000261,0.032694,0.000966,0.000074,0.000123,0.201312,0.000767,15.486462,0.146688,-0.000001,0.000007,0.318836,0.000942,37.425805,0.256769,0.078637,0.000300,-24.642153,0.165445,-38.127185,0.180355
0.378788,27.951624,813.121878,0.018032,-0.076502,0.000372,0.030286,0.001446,-0.000024,0.000112,0.202970,0.000870,15.742229,0.145515,0.000004,0.000006,0.318010,0.001307,37.210606,0.357949,0.076883,0.000329,-24.852757,0.156859,-38.002861,0.249161
0.367647,27.018596,760.658182,0.014946,-0.074145,0.000318,0.028397,0.000710,-0.000139,0.000087,0.204812,0.000878,16.084703,0.163703,-0.000000,0.000006,0.314768,0.001627,36.296030,0.518456,0.075299,0.000323,-25.177379,0.165515,-37.435114,0.356182
0.357143,26.138602,712.810134,0.018062,-0.071782,0.000395,0.026912,0.001458,-0.000002,0.000115,0.205742,0.000575,16.241027,0.109401,-0.000000,0.000005,0.313968,0.001537,36.148461,0.393216,0.073479,0.000205,-25.312815,0.133823,-37.377010,0.243474
0.347222,25.316990,669.480334,0.016076,-0.069632,0.000362,0.025102,0.000871,0.000016,0.000120,0.207344,0.000752,16.426319,0.127174,-0.000004,0.000006,0.314196,0.001570,36.214995,0.466154,0.071995,0.000261,-25.407218,0.134785,-37.419485,0.318978
0.337838,24.550942,630.324242,0.015717,-0.067741,0.000363,0.023627,0.001068,-0.000070,0.000108,0.208598,0.000746,16.658412,0.148451,-0.000002,0.000010,0.312006,0.001008,35.559692,0.232523,0.070472,0.000252,-25.619302,0.171259,-36.990238,0.174075
0.328947,23.824145,594.312671,0.012297,-0.065823,0.000292,0.022644,0.000784,-0.000055,0.000166,0.209162,0.000655,16.768960,0.163564,-0.000001,0.000008,0.310799,0.001131,35.313845,0.285651,0.068803,0.000215,-25.723494,0.182012,-36.873792,0.188886
0.320513,23.149239,561.755487,0.015702,-0.064263,0.000383,0.021240,0.001298,-0.000092,0.000106,0.210146,0.000929,16.922323,0.118169,-0.000002,0.000007,0.309407,0.000813,34.865301,0.242432,0.067355,0.000298,-25.842054,0.132214,-36.561184,0.192670
0.312500,22.502684,531.386192,0.011815,-0.062567,0.000295,0.019630,0.000665,-0.000046,0.000081,0.211437,0.000777,17.110878,0.173173,0.000002,0.000006,0.308767,0.001191,34.738223,0.354722,0.066074,0.000243,-25.975027,0.187154,-36.501297,0.250631
0.304878,21.880982,503.176810,0.018326,-0.060700,0.000470,0.019673,0.000610,-0.000033,0.000117,0.212008,0.000685,17.209204,0.146744,-0.000001,0.000005,0.308060,0.001577,34.489630,0.375088,0.064637,0.000209,-26.057113,0.168470,-36.318517,0.279316
0.297619,21.316877,478.102947,0.013456,-0.059568,0.000353,0.018568,0.000859,0.000078,0.000118,0.212950,0.000744,17.322785,0.142898,-0.000000,0.000009,0.306605,0.001566,34.182351,0.444354,0.063378,0.000221,-26.115330,0.158530,-36.160955,0.326961
0.290698,20.760226,454.022868,0.013266,-0.057931,0.000357,0.017777,0.000844,0.000029,0.000097,0.213563,0.001025,17.438092,0.192666,0.000001,0.000006,0.307105,0.001873,34.170186,0.456881,0.062082,0.000298,-26.217109,0.200766,-36.087117,0.302308
0.284091,20.232836,431.788458,0.015024,-0.056403,0.000413,0.017092,0.000844,0.000015,0.000160,0.214733,0.000925,17.609653,0.155840,0.000002,0.000007,0.306533,0.000919,34.117173,0.114629,0.061004,0.000263,-26.335302,0.145207,-36.100072,0.063416
0.277778,19.733985,411.178245,0.010849,-0.055018,0.000305,0.015734,0.000873,0.000020,0.000123,0.215997,0.001270,17.892857,0.239410,-0.000004,0.000008,0.304922,0.001162,33.675225,0.254041,0.059999,0.000353,-26.611766,0.220307,-35.812615,0.173636
0.271739,19.267765,392.456021,0.016958,-0.053948,0.000488,0.015166,0.000759,0.000004,0.000103,0.215733,0.001107,17.825638,0.145434,-0.000003,0.000007,0.303541,0.001136,33.293600,0.307229,0.058623,0.000301,-26.542391,0.114421,-35.560770,0.231150
0.265957,18.817744,374.834350,0.012624,-0.052771,0.000371,0.014914,0.000428,0.000018,0.000098,0.217029,0.000786,18.005348,0.138622,0.000002,0.000011,0.303643,0.001318,33.274184,0.364537,0.057720,0.000209,-26.654135,0.155844,-35.526896,0.270050
0.260417,18.386901,358.298923,0.011026,-0.051607,0.000331,0.014326,0.000496,0.000020,0.000118,0.217419,0.000981,18.096575,0.152925,-0.000001,0.000007,0.303281,0.001310,33.172914,0.372099,0.056620,0.000255,-26.744113,0.135068,-35.459184,0.288858
0.255102,17.974070,342.768758,0.010412,-0.050456,0.000319,0.013495,0.000559,-0.000009,0.000163,0.217990,0.001081,18.181432,0.174955,-0.000002,0.000006,0.302807,0.001355,32.975605,0.454361,0.055610,0.000276,-26.801186,0.169582,-35.298636,0.356411
0.250000,17.580088,328.279338,0.009003,-0.049378,0.000281,0.012810,0.000673,0.000032,0.000123,0.218856,0.001160,18.345071,0.208415,0.000003,0.000011,0.301814,0.001390,32.724184,0.248086,0.054714,0.000290,-26.940038,0.182020,-35.141299,0.158943
