beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
0.462963,140.636983,19941.911999,0.079232,-0.686625,0.000669,0.087921,0.001925,-0.000016,0.000089,0.157836,0.000741,19.099702,0.219532,0.000000,0.000001,0.260132,0.001314,51.684991,0.515253,0.073072,0.000343,-39.335645,0.316379,-65.227747,0.382514
0.446429,134.793170,18325.153116,0.058117,-0.679440,0.000509,0.082648,0.002290,0.000058,0.000084,0.160521,0.000862,19.782711,0.246110,0.000000,0.000001,0.259453,0.001012,51.444005,0.430409,0.071661,0.000385,-40.078968,0.333229,-65.092331,0.391439
0.431034,129.454387,16907.245753,0.044268,-0.673180,0.000401,0.075590,0.002453,0.000016,0.000149,0.162817,0.000813,20.291586,0.246054,-0.000000,0.000001,0.259212,0.001524,51.352929,0.614166,0.070180,0.000350,-40.541492,0.313282,-65.035174,0.459349
0.416667,124.529681,15650.749825,0.080120,-0.667466,0.000751,0.072548,0.002040,-0.000013,0.000100,0.165128,0.000485,20.929702,0.166066,0.000000,0.000001,0.257964,0.000847,50.603259,0.361115,0.068803,0.000202,-41.249186,0.266322,-64.387428,0.313844
0.403226,119.952163,14525.730227,0.042660,-0.662037,0.000413,0.067402,0.002651,0.000025,0.000115,0.166999,0.000590,21.411323,0.145899,-0.000000,0.000001,0.257979,0.000829,50.559568,0.370744,0.067338,0.000238,-41.736947,0.160572,-64.327026,0.300865
0.390625,115.669447,13511.551157,0.065560,-0.656694,0.000656,0.064283,0.002134,-0.000050,0.000078,0.169109,0.000685,21.892008,0.224384,-0.000000,0.000001,0.257141,0.000894,50.407337,0.407661,0.066058,0.000268,-42.150729,0.281392,-64.342476,0.362033
0.378788,111.681481,12599.690251,0.046950,-0.651715,0.000484,0.059583,0.002040,-0.000001,0.000091,0.170812,0.000469,22.409798,0.102813,-0.000000,0.000001,0.257471,0.001509,50.388529,0.524473,0.064701,0.000178,-42.731989,0.154303,-64.233820,0.346912
0.367647,107.962348,11778.229838,0.038843,-0.647100,0.000413,0.056240,0.002132,0.000010,0.000072,0.172917,0.000945,22.903649,0.264848,0.000001,0.000001,0.257275,0.000628,50.249505,0.245147,0.063573,0.000347,-43.150233,0.317464,-64.104582,0.201583
0.357143,104.459290,11029.627008,0.047192,-0.642523,0.000516,0.052431,0.001948,-0.000001,0.000041,0.174946,0.000874,23.501501,0.264195,-0.000000,0.000001,0.256633,0.001033,50.119729,0.528081,0.062481,0.000312,-43.777647,0.336165,-64.097920,0.507089
0.347222,101.195300,10354.531762,0.015868,-0.638447,0.000179,0.050185,0.001939,-0.000030,0.000097,0.176769,0.001089,23.971965,0.303665,-0.000001,0.000001,0.256445,0.001273,49.873087,0.513410,0.061378,0.000378,-44.202460,0.345562,-63.824812,0.392570
0.337838,98.156737,9745.444363,0.028972,-0.634937,0.000335,0.048991,0.001277,0.000031,0.000084,0.178385,0.000735,24.464846,0.306621,0.000000,0.000002,0.255181,0.001620,49.404506,0.630192,0.060265,0.000248,-44.714052,0.408433,-63.532883,0.453194
0.328947,95.241145,9177.499115,0.027616,-0.630989,0.000328,0.044459,0.001700,-0.000046,0.000129,0.179984,0.000711,24.876750,0.254190,-0.000000,0.000001,0.256416,0.000970,49.847457,0.515788,0.059205,0.000234,-45.071120,0.318757,-63.798788,0.463972
0.320513,92.497144,8658.874080,0.029125,-0.627309,0.000355,0.041619,0.001638,0.000057,0.000120,0.181067,0.000763,25.162431,0.275669,-0.000001,0.000001,0.256769,0.001345,49.961991,0.479737,0.058034,0.000245,-45.321299,0.326592,-63.858647,0.358138
0.312500,89.918367,8185.655685,0.042734,-0.623980,0.000534,0.040714,0.001692,-0.000051,0.000122,0.182852,0.000906,25.686279,0.288694,0.000001,0.000001,0.256770,0.000980,49.894365,0.393108,0.057141,0.000283,-45.824099,0.325826,-63.771142,0.315357
0.304878,87.500776,7753.396744,0.032564,-0.621104,0.000417,0.037145,0.001670,0.000003,0.000108,0.184267,0.000723,26.015576,0.266197,0.000000,0.000002,0.255766,0.000875,49.578294,0.443811,0.056179,0.000220,-46.060444,0.337394,-63.613397,0.428824
0.297619,85.179530,7350.010938,0.023654,-0.617981,0.000310,0.036244,0.001539,0.000015,0.000102,0.185547,0.000705,26.347000,0.215741,-0.000000,0.000001,0.255403,0.001194,49.451697,0.385486,0.055222,0.000210,-46.331453,0.242678,-63.540194,0.325430
0.290698,82.979498,6977.380624,0.038458,-0.615037,0.000517,0.034385,0.001395,0.000010,0.000066,0.187130,0.000976,26.888465,0.271994,0.000000,0.000002,0.255948,0.000933,49.596569,0.313366,0.054398,0.000284,-46.895478,0.301228,-63.591603,0.246369
0.284091,80.928405,6638.846785,0.024640,-0.612766,0.000339,0.033246,0.001266,0.000016,0.000105,0.188264,0.000592,27.177001,0.151168,-0.000001,0.000001,0.255166,0.001366,49.312370,0.596451,0.053484,0.000168,-47.118198,0.138934,-63.416840,0.482810
0.277778,78.940815,6318.660425,0.020993,-0.610105,0.000295,0.031511,0.001846,-0.000009,0.000107,0.189800,0.001378,27.605517,0.412613,0.000000,0.000002,0.255428,0.000435,49.480479,0.155736,0.052722,0.000383,-47.479348,0.406983,-63.571890,0.179218
0.271739,77.045138,6020.701154,0.032819,-0.607524,0.000472,0.030085,0.001393,0.000011,0.000109,0.190742,0.000781,27.976772,0.255807,0.000001,0.000001,0.255472,0.000919,49.439593,0.470525,0.051832,0.000212,-47.890414,0.300785,-63.506769,0.474826
0.265957,75.247042,5744.981592,0.030568,-0.605191,0.000449,0.029751,0.001161,0.000033,0.000093,0.191573,0.000488,28.068172,0.183743,0.000000,0.000001,0.255590,0.001176,49.395332,0.397376,0.050950,0.000130,-47.837705,0.224224,-63.419202,0.296293
0.260417,73.519538,5485.874266,0.032701,-0.602793,0.000491,0.028247,0.001870,0.000023,0.000072,0.192861,0.000621,28.522554,0.166925,0.000001,0.000001,0.254694,0.001075,49.060676,0.459661,0.050224,0.000162,-48.297053,0.191556,-63.207645,0.403499
0.255102,71.876840,5244.948600,0.025746,-0.600614,0.000394,0.026527,0.001448,-0.000007,0.000094,0.193333,0.000752,28.657796,0.238718,-0.000000,0.000002,0.255554,0.001053,49.489196,0.417134,0.049320,0.000192,-48.409485,0.263695,-63.550531,0.335438
0.250000,70.309313,5020.270225,0.022500,-0.598583,0.000352,0.025629,0.001516,0.000016,0.000059,0.194637,0.000673,29.050490,0.163420,0.000000,0.000001,0.255227,0.000748,49.088538,0.421140,0.048659,0.000168,-48.751630,0.212892,-63.109981,0.390719
