beta,n,n2,n_std,E,E_std,C,C_std,m,m_std,m2,m2_std,m4,m4_std,ms,ms_std,m2s,m2s_std,m4s,m4s_std,sus,sus_std,binder,binder_std,binders,binders_std
1.136364,104.035778,10951.560582,0.076231,-0.930492,0.001048,0.376186,0.010432,-0.000074,0.000168,0.082047,0.000434,1.303189,0.013967,-0.000003,0.000004,0.368983,0.002684,28.634237,0.474390,0.093236,0.000494,-4.294333,0.032409,-24.866146,0.256589
1.041667,93.392803,8837.251373,0.046221,-0.900892,0.000693,0.338137,0.010077,-0.000121,0.000131,0.089794,0.000502,1.556153,0.020055,-0.000003,0.000004,0.343256,0.001068,24.291721,0.213416,0.093536,0.000523,-4.776513,0.043443,-22.589142,0.141303
0.961538,84.655057,7270.809261,0.040441,-0.875645,0.000657,0.307405,0.008452,0.000113,0.000180,0.097052,0.000558,1.817877,0.020470,0.000000,0.000003,0.324306,0.001067,21.294933,0.170303,0.093319,0.000536,-5.243495,0.038491,-20.887359,0.108539
0.892857,77.241527,6060.846307,0.054996,-0.851727,0.000962,0.271067,0.005633,-0.000010,0.000191,0.103683,0.000542,2.070145,0.021082,0.000001,0.000006,0.310251,0.001597,19.143943,0.244580,0.092574,0.000484,-5.655231,0.042409,-19.567534,0.169366
0.833333,70.981662,5125.237382,0.044692,-0.830906,0.000838,0.247772,0.004070,-0.000056,0.000272,0.109596,0.000477,2.308089,0.029095,0.000002,0.000006,0.300716,0.001271,17.791730,0.183595,0.091330,0.000397,-6.019789,0.063096,-18.721065,0.132545
0.781250,65.597910,4383.344270,0.051391,-0.811958,0.001028,0.229030,0.004945,0.000053,0.000190,0.115560,0.000483,2.572933,0.036221,-0.000003,0.000005,0.292749,0.001043,16.757549,0.141375,0.090282,0.000377,-6.421364,0.079204,-18.080437,0.107781
0.735294,60.946019,3788.535077,0.044162,-0.795103,0.000938,0.205779,0.004383,0.000138,0.000278,0.120344,0.000683,2.779743,0.031346,0.000002,0.000007,0.286761,0.001436,15.918591,0.172178,0.088488,0.000502,-6.699237,0.052498,-17.503441,0.118215
0.694444,56.858291,3301.688541,0.039947,-0.779312,0.000899,0.186928,0.001655,-0.000018,0.000112,0.125547,0.000526,3.025781,0.030032,-0.000002,0.000006,0.282391,0.001294,15.352573,0.171102,0.087185,0.000365,-7.033479,0.055180,-17.121646,0.130761
0.657895,53.274623,2902.328585,0.025670,-0.765272,0.000610,0.169810,0.004190,-0.000075,0.000185,0.129903,0.000537,3.239374,0.033182,0.000001,0.000006,0.277630,0.001170,14.748219,0.141491,0.085462,0.000354,-7.312135,0.056149,-16.706948,0.104374
0.625000,50.057266,2565.765770,0.037920,-0.751432,0.000948,0.155894,0.003384,0.000018,0.000129,0.133790,0.000643,3.432280,0.048050,-0.000003,0.000005,0.274163,0.001094,14.299355,0.119521,0.083619,0.000402,-7.551039,0.081772,-16.385243,0.087793
0.595238,47.254056,2289.148282,0.015523,-0.740419,0.000407,0.139815,0.003106,-0.000042,0.000173,0.137844,0.000725,3.649092,0.039918,0.000002,0.000009,0.273207,0.000977,14.162744,0.126647,0.082050,0.000432,-7.823980,0.059762,-16.279352,0.105085
0.568182,44.691635,2050.565331,0.023963,-0.729020,0.000659,0.133295,0.003642,-0.000061,0.000136,0.141939,0.000787,3.862951,0.044546,0.000001,0.000006,0.270412,0.001520,13.810733,0.147202,0.080647,0.000447,-8.071585,0.062733,-16.023867,0.098204
0.543478,42.417423,1849.220825,0.021101,-0.719501,0.000607,0.118206,0.003743,0.000100,0.000133,0.145211,0.000624,4.041807,0.042689,-0.000003,0.000004,0.269083,0.000946,13.615307,0.086049,0.078919,0.000339,-8.277801,0.063670,-15.866208,0.073125
0.520833,40.329109,1673.800615,0.017507,-0.709873,0.000525,0.109909,0.002785,0.000003,0.000185,0.148769,0.000696,4.238418,0.048092,-0.000002,0.000006,0.267919,0.001186,13.490612,0.116051,0.077484,0.000363,-8.496378,0.066915,-15.784175,0.082119
0.500000,38.454806,1523.730360,0.016837,-0.701713,0.000526,0.101612,0.003038,-0.000013,0.000199,0.151920,0.000468,4.421143,0.028762,-0.000003,0.000007,0.267371,0.000566,13.398161,0.054798,0.075960,0.000234,-8.700540,0.048095,-15.703596,0.063689
0.480769,36.728932,1391.847962,0.009793,-0.693690,0.000318,0.095383,0.001958,0.000066,0.000163,0.154850,0.000461,4.590032,0.035861,-0.000002,0.000007,0.266276,0.001580,13.244118,0.150749,0.074447,0.000222,-8.880556,0.060514,-15.578938,0.094836
0.462963,35.147105,1276.176225,0.020689,-0.686215,0.000698,0.089214,0.002341,0.000039,0.000148,0.157727,0.000559,4.756438,0.039461,0.000004,0.000011,0.265738,0.000780,13.151592,0.091846,0.073022,0.000259,-9.051902,0.057759,-15.496741,0.070454
0.446429,33.706172,1175.135550,0.017253,-0.679716,0.000604,0.083173,0.003199,-0.000043,0.000199,0.160310,0.000818,4.925914,0.057503,0.000001,0.000008,0.264999,0.001309,13.089469,0.101605,0.071567,0.000365,-9.242193,0.072913,-15.464701,0.073022
0.431034,32.352475,1084.043763,0.021577,-0.672777,0.000782,0.078253,0.002899,0.000090,0.000163,0.162200,0.000787,5.038374,0.064145,-0.000006,0.000007,0.264029,0.001779,12.942141,0.152459,0.069914,0.000339,-9.353875,0.085510,-15.338809,0.098271
0.416667,31.123737,1004.438563,0.025977,-0.667140,0.000974,0.072299,0.002312,-0.000029,0.000234,0.165255,0.000663,5.229608,0.049999,0.000004,0.000006,0.265197,0.001123,13.029285,0.155234,0.068856,0.000276,-9.548426,0.071055,-15.376433,0.134233
0.403226,29.983488,933.212638,0.014849,-0.661860,0.000575,0.065928,0.002012,-0.000014,0.000185,0.166896,0.001095,5.328596,0.071495,0.000002,0.000007,0.264550,0.001035,12.945804,0.126740,0.067297,0.000442,-9.642063,0.075746,-15.311378,0.096504
0.390625,28.915685,869.034733,0.015442,-0.656627,0.000618,0.062531,0.001564,0.000019,0.000158,0.169123,0.000726,5.467298,0.053580,-0.000002,0.000009,0.263580,0.001051,12.827794,0.087477,0.066064,0.000284,-9.775598,0.074650,-15.222410,0.067975
0.378788,27.908805,810.571233,0.015899,-0.651238,0.000656,0.058762,0.002226,0.000049,0.000190,0.171608,0.000918,5.632679,0.068379,-0.000003,0.000010,0.264320,0.000963,12.864205,0.070716,0.065003,0.000348,-9.940632,0.080251,-15.222943,0.049079
0.367647,26.987308,758.948110,0.021691,-0.646961,0.000922,0.056962,0.001973,0.000069,0.000114,0.173089,0.000925,5.742289,0.074209,-0.000000,0.000010,0.264471,0.000872,12.837425,0.091507,0.063636,0.000340,-10.058035,0.084563,-15.179864,0.074820
0.357143,26.116620,711.513252,0.020631,-0.642602,0.000903,0.051849,0.001742,0.000111,0.000131,0.175230,0.000646,5.863641,0.042262,0.000002,0.000011,0.264085,0.001245,12.812500,0.117528,0.062582,0.000231,-10.154080,0.049285,-15.171988,0.100748
0.347222,25.296663,668.392681,0.016379,-0.638350,0.000737,0.049603,0.001549,-0.000037,0.000164,0.176433,0.000688,5.945803,0.058971,0.000000,0.000006,0.264016,0.000560,12.803114,0.107434,0.061261,0.000239,-10.233203,0.080392,-15.164401,0.106740
0.337838,24.536013,629.517639,0.016843,-0.634791,0.000779,0.046335,0.001573,-0.000046,0.000129,0.178318,0.000742,6.085039,0.059564,0.000001,0.000009,0.264179,0.000943,12.753467,0.101603,0.060242,0.000251,-10.374680,0.072227,-15.091836,0.095613
0.328947,23.810228,593.607614,0.015674,-0.630986,0.000745,0.044847,0.001324,0.000072,0.000207,0.179788,0.000498,6.154024,0.046266,0.000002,0.000011,0.264653,0.001327,12.796738,0.172152,0.059141,0.000164,-10.409656,0.063071,-15.117027,0.142232
0.320513,23.133483,561.012995,0.010833,-0.627757,0.000528,0.042521,0.001304,-0.000080,0.000117,0.181417,0.000894,6.292393,0.066255,0.000004,0.000012,0.264229,0.000940,12.733283,0.060180,0.058147,0.000287,-10.561298,0.075605,-15.063467,0.056802
0.312500,22.493958,531.014024,0.010960,-0.624698,0.000548,0.039716,0.001676,-0.000077,0.000118,0.182589,0.000711,6.357806,0.049624,0.000001,0.000010,0.265653,0.000858,12.850823,0.108729,0.057059,0.000222,-10.606672,0.060264,-15.124604,0.095751
0.304878,21.872960,502.748798,0.015005,-0.620989,0.000769,0.038269,0.001598,0.000005,0.000113,0.184649,0.000641,6.491500,0.050184,-0.000004,0.000014,0.265493,0.001037,12.857062,0.106884,0.056295,0.000195,-10.718508,0.057781,-15.142191,0.085290
0.297619,21.295940,477.173002,0.014830,-0.618037,0.000779,0.036872,0.001828,-0.000044,0.000238,0.185460,0.000794,6.556837,0.061797,0.000001,0.000015,0.265472,0.001445,12.766430,0.133342,0.055196,0.000236,-10.784632,0.070384,-15.029466,0.092127
0.290698,20.750969,453.572473,0.012898,-0.615365,0.000693,0.034666,0.001223,-0.000109,0.000218,0.187032,0.000851,6.679281,0.062831,-0.000003,0.000015,0.265557,0.001124,12.816996,0.078928,0.054370,0.000247,-10.903794,0.067752,-15.088111,0.053404
0.284091,20.235336,431.821392,0.016383,-0.612943,0.000901,0.033078,0.001820,0.000189,0.000142,0.188641,0.001268,6.803381,0.093310,-0.000004,0.000009,0.265967,0.001164,12.802555,0.156446,0.053591,0.000360,-11.021221,0.088262,-15.044917,0.147415
0.277778,19.726251,410.851783,0.008572,-0.609602,0.000482,0.031258,0.001471,0.000014,0.000138,0.189352,0.000457,6.860778,0.049254,-0.000002,0.000009,0.265762,0.001635,12.751054,0.145850,0.052598,0.000127,-11.077548,0.070305,-14.992669,0.102163
0.271739,19.259317,392.148177,0.016185,-0.607411,0.000931,0.030739,0.002248,0.000046,0.000193,0.190371,0.000804,6.922632,0.049287,0.000001,0.000013,0.265513,0.000761,12.728029,0.100522,0.051731,0.000219,-11.121198,0.044717,-14.979023,0.091490
0.265957,18.807418,374.390856,0.014180,-0.604936,0.000833,0.029129,0.001280,0.000047,0.000192,0.191990,0.000972,7.045413,0.075021,-0.000001,0.000013,0.266667,0.001235,12.820428,0.126329,0.051061,0.000258,-11.231957,0.080958,-15.025142,0.090109
0.260417,18.380374,357.960226,0.014206,-0.602822,0.000852,0.027211,0.001119,0.000015,0.000172,0.193020,0.000871,7.120016,0.061535,0.000002,0.000009,0.266413,0.000667,12.770091,0.096326,0.050266,0.000227,-11.295628,0.063523,-14.977693,0.094593
0.255102,17.964396,342.382124,0.012280,-0.600319,0.000752,0.026532,0.000753,-0.000023,0.000209,0.194315,0.001242,7.207923,0.106938,-0.000004,0.000016,0.266778,0.000873,12.790665,0.103777,0.049570,0.000317,-11.364066,0.107794,-14.981459,0.091339
0.250000,17.584227,328.431423,0.013297,-0.599014,0.000831,0.025656,0.001191,0.000043,0.000157,0.194132,0.000565,7.198234,0.067545,0.000006,0.000016,0.266844,0.001261,12.793373,0.131136,0.048533,0.000141,-11.359558,0.092890,-14.980730,0.098560
